/home/adrian/pyimagesearch/dlbook/retinanet/logos/images/452893.jpg,334,177,1035,716,CocaCola
/home/adrian/pyimagesearch/dlbook/retinanet/logos/images/409261.jpg,271,256,341,304,CocaCola
/home/adrian/pyimagesearch/dlbook/retinanet/logos/images/409261.jpg,446,267,503,310,CocaCola
/home/adrian/pyimagesearch/dlbook/retinanet/logos/images/409261.jpg,563,246,636,286,CocaCola
/home/adrian/pyimagesearch/dlbook/retinanet/logos/images/409261.jpg,911,265,980,308,CocaCola
/home/adrian/pyimagesearch/dlbook/retinanet/logos/images/409261.jpg,173,294,245,336,CocaCola
/home/adrian/pyimagesearch/dlbook/retinanet/logos/images/494313.jpg,579,329,698,483,Atletico_Madrid
/home/adrian/pyimagesearch/dlbook/retinanet/logos/images/622941.jpg,117,118,203,189,Facebook-Pict
/home/adrian/pyimagesearch/dlbook/retinanet/logos/images/622941.jpg,158,92,259,196,Facebook-Text
/home/adrian/pyimagesearch/dlbook/retinanet/logos/images/981220.jpg,115,196,146,232,Allianz-Pict
/home/adrian/pyimagesearch/dlbook/retinanet/logos/images/981220.jpg,56,196,120,229,Allianz-Text
/home/adrian/pyimagesearch/dlbook/retinanet/logos/images/981220.jpg,150,200,192,229,Allianz-Text
/home/adrian/pyimagesearch/dlbook/retinanet/logos/images/847883.jpg,373,158,467,257,Atletico_Madrid
/home/adrian/pyimagesearch/dlbook/retinanet/logos/images/639671.jpg,572,35,696,188,Aldi
/home/adrian/pyimagesearch/dlbook/retinanet/logos/images/372355.jpg,227,78,362,169,Adidas-Pict
/home/adrian/pyimagesearch/dlbook/retinanet/logos/images/372355.jpg,235,126,397,212,Adidas-Text
/home/adrian/pyimagesearch/dlbook/retinanet/logos/images/694084.jpg,277,10,611,125,CocaCola
/home/adrian/pyimagesearch/dlbook/retinanet/logos/images/694084.jpg,501,649,585,684,CocaCola
/home/adrian/pyimagesearch/dlbook/retinanet/logos/images/736404.jpg,225,216,457,353,eBay
/home/adrian/pyimagesearch/dlbook/retinanet/logos/images/736404.jpg,314,126,354,153,eBay
/home/adrian/pyimagesearch/dlbook/retinanet/logos/images/575450.jpg,428,346,470,394,Ferrari-Pict
/home/adrian/pyimagesearch/dlbook/retinanet/logos/images/575450.jpg,326,215,428,290,Ferrari-Pict
/home/adrian/pyimagesearch/dlbook/retinanet/logos/images/575450.jpg,626,271,699,343,Ferrari-Pict
/home/adrian/pyimagesearch/dlbook/retinanet/logos/images/575450.jpg,152,381,230,448,Ferrari-Pict
/home/adrian/pyimagesearch/dlbook/retinanet/logos/images/575450.jpg,303,48,517,134,Ferrari-Text
/home/adrian/pyimagesearch/dlbook/retinanet/logos/images/575450.jpg,259,183,402,239,Ferrari-Text
